bay_id,slot,type_desc,category,from_day,to_day,from_day_name,to_day_name,days_human,start_time_human,end_time_human,duration_mins,duration_human,disability_ext_mins,disability_ext_human,effective_on_ph,exemption,plain_english,active_now
2287,2,2P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,6:30pm,7:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Monday to Friday 6:30pm to 7:30pm.,False
2287,3,2P Disabled Only,disability,6,6,Saturday,Saturday,Saturdays only,7:30am,7:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Saturdays only 7:30am to 7:30pm.,False
2287,4,2P Disabled Only,disability,0,0,Sunday,Sunday,Sundays only,7:30am,6:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Sundays only 7:30am to 6:30pm.,False
4611,1,4P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,7:30am,6:30pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Monday to Friday 7:30am to 6:30pm.,True
4611,2,4P Disabled Only,disability,6,6,Saturday,Saturday,Saturdays only,7:30am,12:30pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Saturdays only 7:30am to 12:30pm.,False
4617,1,4P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,7:30am,6:30pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Monday to Friday 7:30am to 6:30pm.,True
4617,2,4P Disabled Only,disability,6,6,Saturday,Saturday,Saturdays only,7:30am,12:30pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Saturdays only 7:30am to 12:30pm.,False
1473,1,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:30pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:30pm to 11:59pm. Also applies on public holidays.,False
1473,2,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
6254,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,10pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 10pm. Also applies on public holidays.,True
4245,1,4P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12am,11:59pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Monday to Sunday 12am to 11:59pm.,True
2738,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
2738,2,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:31pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:31pm to 11:59pm. Also applies on public holidays.,False
3543,1,4P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12am,11:59pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Monday to Sunday 12am to 11:59pm.,True
8835,1,4P Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,7:30am,6:30pm,240,4 hours,0,,True,,Disability permit holders only — max stay 4 hours. Applies Monday to Saturday 7:30am to 6:30pm. Also applies on public holidays.,True
6615,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12pm,11:59pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 12pm to 11:59pm. Also applies on public holidays.,True
1894,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
1894,2,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:31pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:31pm to 11:59pm. Also applies on public holidays.,False
5672,1,3P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,7:30am,4pm,180,3 hours,0,,False,,Disability permit holders only — max stay 3 hours. Applies Monday to Friday 7:30am to 4pm.,True
5672,2,3P Disabled Only,disability,6,6,Saturday,Saturday,Saturdays only,7:30am,12:30pm,180,3 hours,0,,False,,Disability permit holders only — max stay 3 hours. Applies Saturdays only 7:30am to 12:30pm.,False
8457,1,3P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,6:30pm,180,3 hours,0,,True,,Disability permit holders only — max stay 3 hours. Applies Monday to Sunday 7:30am to 6:30pm. Also applies on public holidays.,True
7855,1,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12am,7:30am,1440,24 hours,0,,True,All Other Times,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 12am to 7:30am. Also applies on public holidays.,False
7855,2,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
7855,3,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:31pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:31pm to 11:59pm. Also applies on public holidays.,False
673,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
673,2,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:30pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:30pm to 11:59pm. Also applies on public holidays.,False
673,3,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12am,7:30am,1440,24 hours,0,,True,All Other Times,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 12am to 7:30am. Also applies on public holidays.,False
1297,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
8834,1,4P Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,7:30am,6:30pm,240,4 hours,0,,True,,Disability permit holders only — max stay 4 hours. Applies Monday to Saturday 7:30am to 6:30pm. Also applies on public holidays.,True
5884,1,3P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12am,11:59am,180,3 hours,0,,True,All Other Times,Disability permit holders only — max stay 3 hours. Applies Monday to Sunday 12am to 11:59am. Also applies on public holidays.,False
2305,1,2P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,12am,7am,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Friday 12am to 7am. Also applies on public holidays.,False
2305,2,2P Disabled Only,disability,6,0,Saturday,Sunday,weekends,12am,11:59pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies weekends 12am to 11:59pm. Also applies on public holidays.,False
2305,3,2P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,9:30am,11:59pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Monday to Friday 9:30am to 11:59pm.,True
6181,1,Disabled Only,disability,0,0,Sunday,Sunday,Sundays only,12am,11:59pm,1440,24 hours,0,,True,Disabled Logo,Disability permit holders only — max stay 24 hours. Applies Sundays only 12am to 11:59pm. Also applies on public holidays.,False
6181,2,Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,6:30pm,11:59pm,1440,24 hours,0,,True,Disabled Logo,Disability permit holders only — max stay 24 hours. Applies Monday to Saturday 6:30pm to 11:59pm. Also applies on public holidays.,False
6181,3,2P Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,7:30am,6:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Monday to Saturday 7:30am to 6:30pm.,True
1535,1,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:30pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:30pm to 11:59pm. Also applies on public holidays.,False
1535,2,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
1589,1,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:30pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:30pm to 11:59pm. Also applies on public holidays.,False
1589,2,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
3352,1,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:30pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:30pm to 11:59pm. Also applies on public holidays.,False
3352,2,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
6173,1,2P Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,7:30am,6:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Monday to Saturday 7:30am to 6:30pm.,True
1920,1,Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,8:30pm,11:59pm,1440,24 hours,0,,True,,Disability permit holders only — max stay 24 hours. Applies Monday to Sunday 8:30pm to 11:59pm. Also applies on public holidays.,False
1920,2,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,7:30am,8:30pm,120,2 hours,0,,True,,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 7:30am to 8:30pm. Also applies on public holidays.,True
6035,1,2P Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,7:30am,6:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Monday to Saturday 7:30am to 6:30pm.,True
6330,1,Disabled Only,disability,0,0,Sunday,Sunday,Sundays only,12am,11:59pm,1440,24 hours,0,,True,Disabled Logo,Disability permit holders only — max stay 24 hours. Applies Sundays only 12am to 11:59pm. Also applies on public holidays.,False
6330,2,Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,6:30pm,11:59pm,1440,24 hours,0,,True,Disabled Logo,Disability permit holders only — max stay 24 hours. Applies Monday to Saturday 6:30pm to 11:59pm. Also applies on public holidays.,False
6330,3,2P Disabled Only,disability,1,6,Monday,Saturday,Monday to Saturday,7:30am,6:30pm,120,2 hours,0,,False,,Disability permit holders only — max stay 2 hours. Applies Monday to Saturday 7:30am to 6:30pm.,True
4613,1,4P Disabled Only,disability,1,5,Monday,Friday,Monday to Friday,7:30am,6:30pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Monday to Friday 7:30am to 6:30pm.,True
4613,2,4P Disabled Only,disability,6,6,Saturday,Saturday,Saturdays only,7:30am,12:30pm,240,4 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 4 hours. Applies Saturdays only 7:30am to 12:30pm.,False
3724,1,2P Disabled Only,disability,1,0,Monday,Sunday,Monday to Sunday,12am,11:59pm,120,2 hours,0,,False,Disabled Logo,Disability permit holders only — max stay 2 hours. Applies Monday to Sunday 12am to 11:59pm.,True
